#,編號,服務中心,類別,名稱,上課日期,時間,逢星期,堂數,戶外上課,上課地點,課室,上限,收費,導師,操作
1,SIC250306,山景服務處|(S),興趣班組|(IC),(教材費)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第七期)|(SIC250306),2025-10-16 (開始)|2025-11-27 (結束),16:30 (開始)|17:30 (結束),四,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),1 人,$100.00 (課程)|$200.00 (非會員)|,,學生數: 1
2,SIC250302,山景服務處|(S),興趣班組|(IC),合唱團表演班|(SIC250302),2025-11-14 (開始)|2025-12-19 (結束),10:00 (開始)|12:00 (結束),五,5 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),1 人,$125.00 (課程)|$225.00 (非會員)|,,學生數: 1
3,SIC250299,山景服務處|(S),興趣班組|(IC),(姚寶芳)電鋼琴班(日)（14:00 - 14:30）|(SIC250299),2025-11-09 (開始)|2025-12-07 (結束),14:00 (開始)|14:30 (結束),日,4 (堂數)|1 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
4,SIC26003,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童多元舞蹈課程(插班)|(SIC26003),2025-11-10 (開始)|2025-12-01 (結束),16:30 (開始)|17:30 (結束),一,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),1 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 1
5,SIC250294,山景服務處|(S),興趣班組|(IC),課餘託管A(P1-P3)|(SIC250294),2025-11-03 (開始)|2025-11-28 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",20 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$1,500.00 (課程)|$1,600.00 (非會員)|",,學生數: 1
6,SIC250293,山景服務處|(S),興趣班組|(IC),兒童非洲鼓班|(SIC250293),2025-11-07 (開始)|2025-12-12 (結束),15:00 (開始)|16:00 (結束),五,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$420.00 (課程)|$520.00 (非會員)|,,學生數: 1
7,SIC250290,山景服務處|(S),興趣班組|(IC),兒童武術班(優惠課程) |(SIC250290),2025-11-11 (開始)|2025-12-02 (結束),17:30 (開始)|18:30 (結束),二,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),10 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 2
8,SIC250287,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC250287),2025-11-02 (開始)|2025-11-23 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
9,SIC250286,山景服務處|(S),興趣班組|(IC),(林佑希練琴)電鋼琴班(二、四)|(SIC250286),2025-10-28 (開始)|2025-11-20 (結束),11:00 (開始)|11:30 (結束),"二, 四",8 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$80.00 (課程)|$180.00 (非會員)|,,學生數: 1
10,SIC250285,山景服務處|(S),興趣班組|(IC),(蔡貴英)忘憂鼓|(SIC250285),2025-11-12 (開始)|2026-01-14 (結束),14:00 (開始)|15:00 (結束),三,10 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),1 人,$100.00 (課程)|$200.00 (非會員)|,,學生數: 1
11,SIC250283,山景服務處|(S),興趣班組|(IC),兒童珠心算B|(SIC250283),2025-11-08 (開始)|2025-11-29 (結束),12:00 (開始)|13:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 4
12,SIC250280,山景服務處|(S),興趣班組|(IC),成人羽毛球A(優惠課程)|(SIC250280),2025-10-31 (開始)|2025-11-21 (結束),14:00 (開始)|16:00 (結束),五,4 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,禮堂|(SK1),15 人,$320.00 (課程)|$420.00 (非會員)|,,學生數: 4
13,SIC250279,山景服務處|(S),興趣班組|(IC),兒童國畫班(優惠課程)|(SIC250279),2025-11-01 (開始)|2025-12-06 (結束),15:30 (開始)|16:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 0
14,SIC250278,山景服務處|(S),興趣班組|(IC),兒童硬筆書法班(優惠課程)|(SIC250278),2025-11-01 (開始)|2025-12-06 (結束),14:30 (開始)|15:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 3
