#,編號,服務中心,類別,名稱,上課日期,時間,逢星期,堂數,戶外上課,上課地點,課室,上限,收費,導師,操作
15,SIC250277,山景服務處|(S),興趣班組|(IC),(新生)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第一期)|(SIC250277),2025-10-16 (開始)|2025-11-27 (結束),16:30 (開始)|17:30 (結束),四,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),11 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 11
16,SIC250276,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童多元美勞班|(SIC250276),2025-11-11 (開始)|2026-01-06 (結束),16:30 (開始)|17:30 (結束),二,7 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),12 人,$665.00 (課程)|$765.00 (非會員)|,,學生數: 9
17,SIC250275,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童跆拳道課程|(SIC250275),2025-10-18 (開始)|2025-12-05 (結束),16:30 (開始)|17:30 (結束),五,7 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$480.00 (課程)|$580.00 (非會員)|,,學生數: 11
18,SIC250274,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童多元舞蹈課程|(SIC250274),2025-10-27 (開始)|2025-12-01 (結束),16:30 (開始)|17:30 (結束),一,5 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),15 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 12
19,SIC250271,山景服務處|(S),興趣班組|(IC),兒童畫班|(SIC250271),2025-11-01 (開始)|2025-12-06 (結束),10:30 (開始)|11:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
20,SIC250266,山景服務處|(S),興趣班組|(IC),跆拳道班(優惠課程)|(SIC250266),2025-11-07 (開始)|2025-11-28 (結束),17:30 (開始)|18:30 (結束),五,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 6
21,SIC250265,山景服務處|(S),興趣班組|(IC),柔道班|(SIC250265),2025-10-25 (開始)|2025-12-27 (結束),20:00 (開始)|21:30 (結束),六,10 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
22,SIC250264,山景服務處|(S),興趣班組|(IC),(個別)合唱團表演班|(SIC250264),2025-09-19 (開始)|2025-12-05 (結束),10:00 (開始)|12:00 (結束),五,11 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),1 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 1
23,SIC250263,山景服務處|(S),興趣班組|(IC),成人拉丁舞|(SIC250263),2025-11-11 (開始)|2025-12-30 (結束),20:30 (開始)|21:45 (結束),二,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 11
24,SIC250259,山景服務處|(S),興趣班組|(IC),(舊生優先)蘇州鼓|(SIC250259),2025-10-20 (開始)|2025-12-22 (結束),09:00 (開始)|10:00 (結束),一,8 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),13 人,$160.00 (課程)|$260.00 (非會員)|,,學生數: 8
25,SIC250258,山景服務處|(S),興趣班組|(IC),成人水彩畫課程(優惠課程)|(SIC250258),2025-11-13 (開始)|2026-01-29 (結束),10:00 (開始)|12:00 (結束),四,10 (堂數)|2 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 7
26,SIC250257,山景服務處|(S),興趣班組|(IC),初級瑜伽課程H(四)|(SIC250257),2025-10-09 (開始)|2025-11-27 (結束),19:15 (開始)|20:30 (結束),四,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 16
27,SIC250256,山景服務處|(S),興趣班組|(IC),忘憂鼓|(SIC250256),2025-11-12 (開始)|2026-01-14 (結束),14:00 (開始)|15:00 (結束),三,10 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),15 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 13
28,SIC250251,山景服務處|(S),興趣班組|(IC),初級瑜伽課程K(一)|(SIC250251),2025-10-27 (開始)|2025-12-29 (結束),19:15 (開始)|20:30 (結束),一,8 (堂數)|2 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 12
29,SIC250248,山景服務處|(S),興趣班組|(IC),自選歌曲唱歌班|(SIC250248),2025-10-02 (開始)|2025-11-27 (結束),13:30 (開始)|15:00 (結束),四,8 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),20 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 13
30,SIC250247,山景服務處|(S),興趣班組|(IC),流行粵語金曲合唱表演班(三)|(SIC250247),2025-10-15 (開始)|2025-12-24 (結束),10:30 (開始)|12:00 (結束),三,10 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 17
31,SIC250244,山景服務處|(S),興趣班組|(IC),(轉班忘憂鼓)成人中國舞|(SIC250244),2025-10-14 (開始)|2025-12-02 (結束),14:00 (開始)|15:30 (結束),二,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),1 人,$220.00 (課程)|$320.00 (非會員)|,,學生數: 1
32,SIC250243,山景服務處|(S),興趣班組|(IC),成人中國舞|(SIC250243),2025-10-14 (開始)|2025-12-02 (結束),14:00 (開始)|15:30 (結束),二,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),15 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
33,SIC250242,山景服務處|(S),興趣班組|(IC),口琴課程初班|(SIC250242),2025-11-12 (開始)|2025-12-03 (結束),16:00 (開始)|17:00 (結束),三,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
34,SIC250241,山景服務處|(S),興趣班組|(IC),輕鬆健體瑜伽課程I(二)|(SIC250241),2025-09-30 (開始)|2025-11-25 (結束),19:15 (開始)|20:30 (結束),二,8 (堂數)|1 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),10 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 7
35,SIC250239,山景服務處|(S),興趣班組|(IC),數學精讀班(優惠課程)|(SIC250239),2025-11-15 (開始)|2025-12-06 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 5
36,SIC250238,山景服務處|(S),興趣班組|(IC),英文精讀班(優惠課程)|(SIC250238),2025-11-15 (開始)|2025-12-06 (結束),10:30 (開始)|11:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 3
37,SIC250233,山景服務處|(S),興趣班組|(IC),成人國畫班初班|(SIC250233),2025-10-10 (開始)|2025-11-28 (結束),19:30 (開始)|21:00 (結束),五,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 0
38,SIC250232,山景服務處|(S),興趣班組|(IC),成人鉛筆素描課程(優惠課程)|(SIC250232),2025-10-24 (開始)|2026-01-02 (結束),10:00 (開始)|12:00 (結束),五,10 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 2
39,SIC250231,山景服務處|(S),興趣班組|(IC),初級瑜伽課程A(三)|(SIC250231),2025-09-17 (開始)|2025-11-19 (結束),09:15 (開始)|10:30 (結束),三,8 (堂數)|2 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 13
40,SIC250223,山景服務處|(S),興趣班組|(IC),(舊生)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第七期)|(SIC250223),2025-10-16 (開始)|2025-11-27 (結束),16:30 (開始)|17:30 (結束),四,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),5 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 5
41,SIC250222,山景服務處|(S),興趣班組|(IC),(林希朗/黃浚熙)I LOVE PHONICS B(高班)(優惠課程)|(SIC250222),2025-11-06 (開始)|2025-12-11 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),2 人,$620.00 (課程)|$720.00 (非會員)|,,學生數: 1
42,SIC250221,山景服務處|(S),興趣班組|(IC),I LOVE PHONICS B(中班)(優惠課程)|(SIC250221),2025-11-06 (開始)|2025-12-11 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$560.00 (課程)|$660.00 (非會員)|,,學生數: 4
43,SIC250220,山景服務處|(S),興趣班組|(IC),成人毛筆書法課程-入門班|(SIC250220),2025-09-17 (開始)|2025-11-19 (結束),10:30 (開始)|12:00 (結束),三,8 (堂數)|2 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),4 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 4
44,SIC250216,山景服務處|(S),興趣班組|(IC),(黃乙蘭/高秀葵/歐子粦/鄭美英)成人毛筆書法課程-入門班|(SIC250216),2025-09-03 (開始)|2025-11-19 (結束),10:30 (開始)|12:00 (結束),三,10 (堂數)|2 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),4 人,$475.00 (課程)|$575.00 (非會員)|,,學生數: 3
45,SIC250210,山景服務處|(S),興趣班組|(IC),合唱團表演班|(SIC250210),2025-10-03 (開始)|2025-12-19 (結束),10:00 (開始)|12:00 (結束),五,10 (堂數)|2 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),21 人,$250.00 (課程)|$350.00 (非會員)|,,學生數: 19
46,SIC250209,山景服務處|(S),興趣班組|(IC),輕鬆健體瑜伽課程E(三)|(SIC250209),2025-09-24 (開始)|2025-11-26 (結束),20:30 (開始)|21:45 (結束),三,8 (堂數)|2 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),15 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 7
47,SIC250203,山景服務處|(S),興趣班組|(IC),懷舊國語金曲班|(SIC250203),2025-08-27 (開始)|2025-12-03 (結束),15:30 (開始)|17:00 (結束),三,8 (堂數)|7 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),30 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 20
48,SIC250201,山景服務處|(S),興趣班組|(IC),養生佛掌拳班(長者)(優惠課程)|(SIC250201),2025-10-14 (開始)|2025-12-16 (結束),08:00 (開始)|09:00 (結束),二,10 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 12
49,SIC250193,山景服務處|(S),興趣班組|(IC),(60歲以下人士)太極劍(優惠課程)|(SIC250193),2025-09-25 (開始)|2026-01-15 (結束),15:00 (開始)|16:15 (結束),四,10 (堂數)|7 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$270.00 (課程)|$370.00 (非會員)|,,學生數: 0
50,SIC250190,山景服務處|(S),興趣班組|(IC),(長者)太極劍(優惠課程)|(SIC250190),2025-09-25 (開始)|2026-01-15 (結束),15:00 (開始)|16:15 (結束),四,10 (堂數)|7 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$250.00 (課程)|$350.00 (非會員)|,,學生數: 12
51,SIC250186,山景服務處|(S),興趣班組|(IC),(退款/轉班)(長者)八段錦(優惠課程)|(SIC250186),2025-10-15 (開始)|2025-11-26 (結束),15:00 (開始)|16:00 (結束),三,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$180.00 (課程)|$280.00 (非會員)|,,學生數: 2
