#,編號,服務中心,類別,名稱,上課日期,時間,逢星期,堂數,戶外上課,上課地點,課室,上限,收費,導師,操作
1,SIC250313,山景服務處|(S),興趣班組|(IC),兒童武術班(優惠課程) |(SIC250313),2025-12-09 (開始)|2025-12-30 (結束),17:30 (開始)|18:30 (結束),二,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),10 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 0
2,SIC260007,山景服務處|(S),興趣班組|(IC),中國水墨畫|(SIC260007),2026-01-13 (開始)|2026-03-10 (結束),10:00 (開始)|11:30 (結束),二,8 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
3,SIC250312,山景服務處|(S),興趣班組|(IC),成人羽毛球B(優惠課程)|(SIC250312),2025-12-16 (開始)|2026-01-06 (結束),14:00 (開始)|16:00 (結束),二,4 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,禮堂|(SK1),6 人,$320.00 (課程)|$420.00 (非會員)|,,學生數: 0
4,SIC250311,山景服務處|(S),興趣班組|(IC),I LOVE PHONICS B(中班)(優惠課程)|(SIC250311),2025-12-18 (開始)|2026-02-05 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$560.00 (課程)|$660.00 (非會員)|,,學生數: 1
5,SIC260006,山景服務處|(S),興趣班組|(IC),成人拉丁舞|(SIC260006),2026-01-06 (開始)|2026-03-03 (結束),20:30 (開始)|21:45 (結束),二,8 (堂數)|1 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
6,SIC260005,山景服務處|(S),興趣班組|(IC),養生詠春拳進階班(優惠課程)|(SIC260005),2026-02-02 (開始)|2026-03-23 (結束),15:30 (開始)|16:30 (結束),一,8 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$80.00 (課程)|$180.00 (非會員)|,,學生數: 0
7,SIC250310,山景服務處|(S),興趣班組|(IC),蘇州鼓|(SIC250310),2025-12-29 (開始)|2026-02-16 (結束),09:00 (開始)|10:00 (結束),一,8 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),13 人,$160.00 (課程)|$260.00 (非會員)|,,學生數: 0
8,SIC250309,山景服務處|(S),興趣班組|(IC),跆拳道班(優惠課程)|(SIC250309),2025-12-05 (開始)|2025-12-19 (結束),17:30 (開始)|18:30 (結束),五,3 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$225.00 (課程)|$325.00 (非會員)|,,學生數: 2
9,SIC260004,山景服務處|(S),興趣班組|(IC),合唱團表演班|(SIC260004),2026-01-02 (開始)|2026-03-06 (結束),10:00 (開始)|12:00 (結束),五,10 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),20 人,$250.00 (課程)|$350.00 (非會員)|,,學生數: 1
10,SFP250028,山景服務處|(S),活動|(E),(代收瞳心協會)平安鐘講座暨長者茶聚|(SFP250028),2025-11-24 (開始)|2025-11-24 (結束),14:30 (開始)|16:00 (結束),一,1 (堂數)|0 (停課)|1 小時 30 分 (時長)|,是,嘉年華海鮮酒家 (良景邨良景商場三樓305-306),,120 人,$0.00 (課程)|$100.00 (非會員)|,,學生數: 104
11,SIC250308,山景服務處|(S),興趣班組|(IC),(舊生)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第二期)|(SIC250308),2025-12-04 (開始)|2026-01-22 (結束),16:30 (開始)|17:30 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),11 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 1
12,SIC250307,山景服務處|(S),興趣班組|(IC),(舊生)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第八期)|(SIC250307),2025-12-04 (開始)|2026-01-22 (結束),16:30 (開始)|17:30 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),5 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 1
13,SIC250306,山景服務處|(S),興趣班組|(IC),(教材費)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第七期)|(SIC250306),2025-10-16 (開始)|2025-11-27 (結束),16:30 (開始)|17:30 (結束),四,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),1 人,$100.00 (課程)|$200.00 (非會員)|,,學生數: 1
14,SIC250305,山景服務處|(S),興趣班組|(IC),(黃金枝)電鋼琴班(日)|(SIC250305),2025-11-23 (開始)|2025-12-14 (結束),11:00 (開始)|11:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
15,SFP250027,山景服務處|(S),活動|(E),譚仔三哥「線有善報」活動|(SFP250027),2025-11-18 (開始)|2025-11-18 (結束),19:00 (開始)|20:00 (結束),二,1 (堂數)|0 (停課)|1 小時 0 分 (時長)|,是,屯門鄉事會路112-140號雅都商場1樓S21-S23號舖,,57 人,$0.00 (課程)|$100.00 (非會員)|,,學生數: 57
16,SIC250304,山景服務處|(S),興趣班組|(IC),(林佑希)電鋼琴班(日)|(SIC250304),2025-11-23 (開始)|2025-12-14 (結束),10:30 (開始)|11:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
17,SIC250303,山景服務處|(S),興趣班組|(IC),府內派42式簡化太極拳|(SIC250303),2025-11-18 (開始)|2025-12-11 (結束),09:00 (開始)|10:00 (結束),"二, 四",8 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),25 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 19
18,SIC250302,山景服務處|(S),興趣班組|(IC),合唱團表演班|(SIC250302),2025-11-14 (開始)|2025-12-19 (結束),10:00 (開始)|12:00 (結束),五,5 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),1 人,$125.00 (課程)|$225.00 (非會員)|,,學生數: 1
19,SIC250301,山景服務處|(S),興趣班組|(IC),兒童珠心算A|(SIC250301),2025-12-06 (開始)|2025-12-27 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 1
20,SIC250300,山景服務處|(S),興趣班組|(IC),初級瑜伽課程H(四)|(SIC250300),2025-12-04 (開始)|2026-02-05 (結束),19:15 (開始)|20:30 (結束),四,8 (堂數)|2 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 7
21,SIC250299,山景服務處|(S),興趣班組|(IC),(姚寶芳)電鋼琴班(日)（14:00 - 14:30）|(SIC250299),2025-11-09 (開始)|2025-12-07 (結束),14:00 (開始)|14:30 (結束),日,4 (堂數)|1 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
22,SIC26003,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童多元舞蹈課程(插班)|(SIC26003),2025-11-10 (開始)|2025-12-01 (結束),16:30 (開始)|17:30 (結束),一,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),1 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 1
23,SIC260002,山景服務處|(S),興趣班組|(IC),柔道班|(SIC260002),2026-01-03 (開始)|2026-03-07 (結束),20:00 (開始)|21:30 (結束),六,10 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 1
24,SIC250298,山景服務處|(S),興趣班組|(IC),兒童硬筆書法班(優惠課程)|(SIC250298),2025-12-06 (開始)|2026-01-10 (結束),14:30 (開始)|15:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 0
25,SIC250297,山景服務處|(S),興趣班組|(IC),(長者)健體八段錦(優惠課程)|(SIC250297),2025-11-26 (開始)|2025-12-31 (結束),17:00 (開始)|18:00 (結束),三,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$180.00 (課程)|$280.00 (非會員)|,,學生數: 0
26,SIC250296,山景服務處|(S),興趣班組|(IC),普通話會話班|(SIC250296),2025-11-24 (開始)|2025-12-15 (結束),14:00 (開始)|15:00 (結束),一,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 0
27,SIC250295,山景服務處|(S),興趣班組|(IC),成人鉛筆素描課程(優惠課程)|(SIC250295),2026-01-09 (開始)|2026-03-13 (結束),10:00 (開始)|12:00 (結束),五,10 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 0
28,SIC250294,山景服務處|(S),興趣班組|(IC),課餘託管A(P1-P3)|(SIC250294),2025-11-03 (開始)|2025-11-28 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",20 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$1,500.00 (課程)|$1,600.00 (非會員)|",,學生數: 1
29,SIC250293,山景服務處|(S),興趣班組|(IC),兒童非洲鼓班|(SIC250293),2025-11-07 (開始)|2025-12-12 (結束),15:00 (開始)|16:00 (結束),五,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$420.00 (課程)|$520.00 (非會員)|,,學生數: 1
30,SIC250292,山景服務處|(S),興趣班組|(IC),成人羽毛球B(優惠課程)|(SIC250292),2025-11-18 (開始)|2025-12-09 (結束),14:00 (開始)|16:00 (結束),二,4 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,禮堂|(SK1),6 人,$320.00 (課程)|$420.00 (非會員)|,,學生數: 5
31,SIC250291,山景服務處|(S),興趣班組|(IC),自選歌曲唱歌班|(SIC250291),2025-12-04 (開始)|2026-02-05 (結束),13:30 (開始)|15:00 (結束),四,8 (堂數)|2 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),20 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 4
32,SIC250290,山景服務處|(S),興趣班組|(IC),兒童武術班(優惠課程) |(SIC250290),2025-11-11 (開始)|2025-12-02 (結束),17:30 (開始)|18:30 (結束),二,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),10 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 2
33,SIC250289,山景服務處|(S),興趣班組|(IC),養生佛掌拳班(長者)(優惠課程)|(SIC250289),2025-12-23 (開始)|2026-03-03 (結束),08:00 (開始)|09:00 (結束),二,10 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 0
34,SIC250288,山景服務處|(S),興趣班組|(IC),初級瑜伽課程K(一)|(SIC250288),2026-01-05 (開始)|2026-02-23 (結束),19:15 (開始)|20:30 (結束),一,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 0
35,SIC250287,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC250287),2025-11-02 (開始)|2025-11-23 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
36,SIC250286,山景服務處|(S),興趣班組|(IC),(林佑希練琴)電鋼琴班(二、四)|(SIC250286),2025-10-28 (開始)|2025-11-20 (結束),11:00 (開始)|11:30 (結束),"二, 四",8 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$80.00 (課程)|$180.00 (非會員)|,,學生數: 1
37,SIC250285,山景服務處|(S),興趣班組|(IC),(蔡貴英)忘憂鼓|(SIC250285),2025-11-12 (開始)|2026-01-14 (結束),14:00 (開始)|15:00 (結束),三,10 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),1 人,$100.00 (課程)|$200.00 (非會員)|,,學生數: 1
38,SIC260001,山景服務處|(S),興趣班組|(IC),(長者)太極劍(優惠課程)|(SIC260001),2026-01-22 (開始)|2026-04-02 (結束),15:00 (開始)|16:15 (結束),四,10 (堂數)|1 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$250.00 (課程)|$350.00 (非會員)|,,學生數: 2
39,SIC250284,山景服務處|(S),興趣班組|(IC),(林佑希)電鋼琴班(日)（11:00 - 11:30）|(SIC250284),2025-10-26 (開始)|2025-11-16 (結束),11:00 (開始)|11:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
40,SIC250283,山景服務處|(S),興趣班組|(IC),兒童珠心算B|(SIC250283),2025-11-08 (開始)|2025-11-29 (結束),12:00 (開始)|13:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 4
41,SIC250282,山景服務處|(S),興趣班組|(IC),(舊生優先)成人羽毛球A(優惠課程)|(SIC250282),2025-11-28 (開始)|2025-12-19 (結束),14:00 (開始)|16:00 (結束),五,4 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,禮堂|(SK1),6 人,$320.00 (課程)|$420.00 (非會員)|,,學生數: 4
42,SIC250281,山景服務處|(S),興趣班組|(IC),輕鬆健體瑜伽課程I(二)|(SIC250281),2025-12-02 (開始)|2026-01-20 (結束),19:15 (開始)|20:30 (結束),二,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),10 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 3
43,SIC250280,山景服務處|(S),興趣班組|(IC),成人羽毛球A(優惠課程)|(SIC250280),2025-10-31 (開始)|2025-11-21 (結束),14:00 (開始)|16:00 (結束),五,4 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,禮堂|(SK1),15 人,$320.00 (課程)|$420.00 (非會員)|,,學生數: 4
44,SIC250279,山景服務處|(S),興趣班組|(IC),兒童國畫班(優惠課程)|(SIC250279),2025-11-01 (開始)|2025-12-06 (結束),15:30 (開始)|16:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 0
45,SIC250278,山景服務處|(S),興趣班組|(IC),兒童硬筆書法班(優惠課程)|(SIC250278),2025-11-01 (開始)|2025-12-06 (結束),14:30 (開始)|15:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 3
46,SFP250026,山景服務處|(S),活動|(E),峰林雲城五天團|(SFP250026),2025-12-23 (開始)|2025-12-27 (結束),08:00 (開始)|20:00 (結束),"一, 二, 三, 六, 日",3 (堂數)|0 (停課)|12 小時 0 分 (時長)|,是,三省,,7 人,"$2,999.00 (課程)|$3,099.00 (非會員)|",,學生數: 7
47,SIC250277,山景服務處|(S),興趣班組|(IC),(新生)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第一期)|(SIC250277),2025-10-16 (開始)|2025-11-27 (結束),16:30 (開始)|17:30 (結束),四,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),11 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 11
48,SIC250276,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童多元美勞班|(SIC250276),2025-11-11 (開始)|2026-01-06 (結束),16:30 (開始)|17:30 (結束),二,7 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),12 人,$665.00 (課程)|$765.00 (非會員)|,,學生數: 9
49,SIC250275,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童跆拳道課程|(SIC250275),2025-10-18 (開始)|2025-12-05 (結束),16:30 (開始)|17:30 (結束),五,7 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$480.00 (課程)|$580.00 (非會員)|,,學生數: 11
50,SIC250274,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童多元舞蹈課程|(SIC250274),2025-10-27 (開始)|2025-12-01 (結束),16:30 (開始)|17:30 (結束),一,5 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),15 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 12
51,SFP250025,山景服務處|(S),活動|(E),中童峰林雲城五天團|(SFP250025),2025-12-23 (開始)|2025-12-27 (結束),08:00 (開始)|20:00 (結束),"一, 二, 三, 六, 日",3 (堂數)|0 (停課)|12 小時 0 分 (時長)|,是,三省,,1 人,"$1,499.00 (課程)|$1,599.00 (非會員)|",,學生數: 1
52,SIC250273,山景服務處|(S),興趣班組|(IC),課餘託管A(P1-P3)|(SIC250273),2025-10-02 (開始)|2025-10-31 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",19 (堂數)|3 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$1,500.00 (課程)|$1,600.00 (非會員)|",,學生數: 1
53,SFP250024,山景服務處|(S),活動|(E),(袁小虹)峰林雲城五天團|(SFP250024),2025-12-23 (開始)|2025-12-27 (結束),08:00 (開始)|20:00 (結束),"二, 三, 四, 五, 六",5 (堂數)|0 (停課)|12 小時 0 分 (時長)|,是,三省,,1 人,"$999.00 (課程)|$1,099.00 (非會員)|",,學生數: 1
54,SIC250272,山景服務處|(S),興趣班組|(IC),流行粵語金曲課程|(SIC250272),2025-12-31 (開始)|2026-02-25 (結束),10:30 (開始)|12:00 (結束),三,8 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),20 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 0
55,SIC250271,山景服務處|(S),興趣班組|(IC),兒童畫班|(SIC250271),2025-11-01 (開始)|2025-12-06 (結束),10:30 (開始)|11:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
56,SIC250270,山景服務處|(S),興趣班組|(IC),(舊生優先)成人毛筆書法課程-初班|(SIC250270),2025-11-19 (開始)|2026-01-07 (結束),14:00 (開始)|15:30 (結束),三,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),9 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 7
57,SIC250269,山景服務處|(S),興趣班組|(IC),成人毛筆書法課程-入門班|(SIC250269),2025-11-26 (開始)|2026-01-14 (結束),10:30 (開始)|12:00 (結束),三,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),10 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 10
58,SIC250268,山景服務處|(S),興趣班組|(IC),初級瑜伽課程A(三)|(SIC250268),2025-11-26 (開始)|2026-01-14 (結束),09:15 (開始)|10:30 (結束),三,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 11
59,SIC250267,山景服務處|(S),興趣班組|(IC),輕鬆健體瑜伽課程E(三)|(SIC250267),2025-12-03 (開始)|2026-01-21 (結束),20:30 (開始)|21:45 (結束),三,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),15 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 4
60,SIC250266,山景服務處|(S),興趣班組|(IC),跆拳道班(優惠課程)|(SIC250266),2025-11-07 (開始)|2025-11-28 (結束),17:30 (開始)|18:30 (結束),五,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 6
61,SFP250021,山景服務處|(S),活動|(E),(陳雪英梁燕芳)峰林雲城五天團|(SFP250021),2025-12-23 (開始)|2025-12-27 (結束),08:00 (開始)|17:00 (結束),"二, 三, 四, 五, 六",5 (堂數)|0 (停課)|9 小時 0 分 (時長)|,,,SK|(SK4),2 人,"$1,999.00 (課程)|$2,099.00 (非會員)|",,學生數: 2
62,SIC250265,山景服務處|(S),興趣班組|(IC),柔道班|(SIC250265),2025-10-25 (開始)|2025-12-27 (結束),20:00 (開始)|21:30 (結束),六,10 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
63,SFP250020,山景服務處|(S),活動|(E),峰林雲城五天團|(SFP250020),2025-12-23 (開始)|2025-12-27 (結束),08:00 (開始)|17:00 (結束),"二, 三, 四, 五, 六",5 (堂數)|0 (停課)|9 小時 0 分 (時長)|,,,SK|(SK4),30 人,"$2,499.00 (課程)|$2,599.00 (非會員)|",,學生數: 27
64,SIC250264,山景服務處|(S),興趣班組|(IC),(個別)合唱團表演班|(SIC250264),2025-09-19 (開始)|2025-12-05 (結束),10:00 (開始)|12:00 (結束),五,11 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),1 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 1
65,SFP250019,山景服務處|(S),活動|(E),(取消)(受資助人士)肺炎球菌多醣疫苗-23價|(SFP250019),2025-10-11 (開始)|2025-10-11 (結束),09:30 (開始)|11:30 (結束),六,1 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,禮堂|(SK1),50 人,$0.00 (課程)|$100.00 (非會員)|,,學生數: 1
66,SFP250018,山景服務處|(S),活動|(E),(受資助人士)肺炎球菌結合疫苗-15價|(SFP250018),2025-10-11 (開始)|2025-10-11 (結束),09:30 (開始)|11:30 (結束),六,1 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,禮堂|(SK1),50 人,$100.00 (課程)|$200.00 (非會員)|,,學生數: 0
67,SFP250017,山景服務處|(S),活動|(E),(受資助人士)流感疫苗-三價|(SFP250017),2025-10-11 (開始)|2025-10-11 (結束),09:30 (開始)|11:30 (結束),六,1 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,禮堂|(SK1),50 人,$0.00 (課程)|$100.00 (非會員)|,,學生數: 5
68,SFP250016,山景服務處|(S),活動|(E),(18-49歲其他人士)流感疫苗-三價|(SFP250016),2025-10-11 (開始)|2025-10-11 (結束),09:30 (開始)|11:30 (結束),六,1 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,禮堂|(SK1),50 人,$150.00 (課程)|$250.00 (非會員)|,,學生數: 0
69,SIC250263,山景服務處|(S),興趣班組|(IC),成人拉丁舞|(SIC250263),2025-11-11 (開始)|2025-12-30 (結束),20:30 (開始)|21:45 (結束),二,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 11
70,SIC250262,山景服務處|(S),興趣班組|(IC),跆拳道班(優惠課程)|(SIC250262),2025-10-03 (開始)|2025-10-31 (結束),18:00 (開始)|19:00 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$375.00 (課程)|$475.00 (非會員)|,,學生數: 5
71,SIC250261,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC250261),2025-10-05 (開始)|2025-10-26 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
72,SIC250260,山景服務處|(S),興趣班組|(IC),明珠國語金曲班|(SIC250260),2025-11-24 (開始)|2026-01-26 (結束),14:00 (開始)|15:30 (結束),一,8 (堂數)|2 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),25 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 18
73,SIC250259,山景服務處|(S),興趣班組|(IC),(舊生優先)蘇州鼓|(SIC250259),2025-10-20 (開始)|2025-12-22 (結束),09:00 (開始)|10:00 (結束),一,8 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),13 人,$160.00 (課程)|$260.00 (非會員)|,,學生數: 8
74,SIC250258,山景服務處|(S),興趣班組|(IC),成人水彩畫課程(優惠課程)|(SIC250258),2025-11-13 (開始)|2026-01-29 (結束),10:00 (開始)|12:00 (結束),四,10 (堂數)|2 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 7
75,SIC250257,山景服務處|(S),興趣班組|(IC),初級瑜伽課程H(四)|(SIC250257),2025-10-09 (開始)|2025-11-27 (結束),19:15 (開始)|20:30 (結束),四,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 16
76,SIC250256,山景服務處|(S),興趣班組|(IC),忘憂鼓|(SIC250256),2025-11-12 (開始)|2026-01-14 (結束),14:00 (開始)|15:00 (結束),三,10 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),15 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 13
77,SIC250255,山景服務處|(S),興趣班組|(IC),(延至26/11)成人肚皮舞課程(優惠課程)|(SIC250255),2025-11-26 (開始)|2026-01-14 (結束),19:00 (開始)|20:30 (結束),三,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 3
78,SIC250254,山景服務處|(S),興趣班組|(IC),懷舊國語金曲班|(SIC250254),2025-12-10 (開始)|2026-01-28 (結束),15:30 (開始)|17:00 (結束),三,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),30 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 1
79,SIC250253,山景服務處|(S),興趣班組|(IC),中國水墨畫|(SIC250253),2025-11-18 (開始)|2026-01-06 (結束),10:00 (開始)|11:30 (結束),二,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 6
80,SIC250252,山景服務處|(S),興趣班組|(IC),府內派42式簡化太極拳|(SIC250252),2025-10-16 (開始)|2025-11-13 (結束),09:00 (開始)|10:00 (結束),"二, 四",8 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),25 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 22
81,SIC250251,山景服務處|(S),興趣班組|(IC),初級瑜伽課程K(一)|(SIC250251),2025-10-27 (開始)|2025-12-29 (結束),19:15 (開始)|20:30 (結束),一,8 (堂數)|2 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 12
