#,編號,服務中心,類別,名稱,上課日期,時間,逢星期,堂數,戶外上課,上課地點,課室,上限,收費,導師,操作
180,SIC250158,山景服務處|(S),興趣班組|(IC),兒童珠心算A|(SIC250158),2025-06-14 (開始)|2025-07-05 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 3
181,SIC250157,山景服務處|(S),興趣班組|(IC),(個別)輕鬆健體瑜伽課程P(四)|(SIC250157),2025-05-22 (開始)|2025-05-22 (結束),11:30 (開始)|12:45 (結束),四,1 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),1 人,$63.00 (課程)|$163.00 (非會員)|,,學生數: 1
182,SIC250156,山景服務處|(S),興趣班組|(IC),輕鬆健體瑜伽課程P(四)|(SIC250156),2025-05-29 (開始)|2025-07-17 (結束),11:30 (開始)|12:45 (結束),四,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),10 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 0
183,SIC250155,山景服務處|(S),興趣班組|(IC),成人拉丁舞|(SIC250155),2025-05-20 (開始)|2025-07-08 (結束),20:30 (開始)|21:45 (結束),二,7 (堂數)|1 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$360.00 (課程)|$460.00 (非會員)|,,學生數: 2
184,SIC250154,山景服務處|(S),興趣班組|(IC),初級瑜伽課程A(一)|(SIC250154),2025-06-09 (開始)|2025-07-14 (結束),09:15 (開始)|10:30 (結束),一,6 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$375.00 (課程)|$475.00 (非會員)|,,學生數: 10
185,SIC250153,山景服務處|(S),興趣班組|(IC),(個別)初級瑜伽課程K(一)|(SIC250153),2025-05-26 (開始)|2025-06-23 (結束),19:15 (開始)|20:30 (結束),一,5 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),1 人,$320.00 (課程)|$420.00 (非會員)|,,學生數: 1
186,SIC250152,山景服務處|(S),興趣班組|(IC),(個別)初級瑜伽課程K(一)|(SIC250152),2025-06-02 (開始)|2025-06-23 (結束),19:15 (開始)|20:30 (結束),一,4 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),10 人,$250.00 (課程)|$350.00 (非會員)|,,學生數: 7
187,SFP250009,山景服務處|(S),活動|(E),(保險費)開心愉快二天遊|(SFP250009),2025-06-28 (開始)|2025-06-29 (結束),08:00 (開始)|17:00 (結束),"六, 日",2 (堂數)|0 (停課)|9 小時 0 分 (時長)|,,,SK|(SK4),1 人,$70.00 (課程)|$170.00 (非會員)|,,學生數: 1
188,SIC250151,山景服務處|(S),興趣班組|(IC),成人肚皮舞課程|(SIC250151),2025-08-27 (開始)|2025-10-22 (結束),19:00 (開始)|20:30 (結束),三,8 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 7
189,SIC250150,山景服務處|(S),興趣班組|(IC),(個別)初級瑜伽課程H(四)|(SIC250150),2025-05-15 (開始)|2025-06-12 (結束),19:15 (開始)|20:30 (結束),四,5 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),1 人,$320.00 (課程)|$420.00 (非會員)|,,學生數: 1
190,SIC250149,山景服務處|(S),興趣班組|(IC),(新生)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第五期)|(SIC250149),2025-04-17 (開始)|2025-06-05 (結束),16:30 (開始)|17:30 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),1 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 1
191,SFP250008,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SFP250008),2025-06-08 (開始)|2025-06-29 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 0
192,SFP250007,山景服務處|(S),活動|(E),(成人)開心愉快二天遊|(SFP250007),2025-06-28 (開始)|2025-06-29 (結束),08:00 (開始)|17:00 (結束),"六, 日",2 (堂數)|0 (停課)|9 小時 0 分 (時長)|,,,SK|(SK4),38 人,$598.00 (課程)|$698.00 (非會員)|,,學生數: 19
193,SIC250147,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第六期)|(SIC250147),2025-06-12 (開始)|2025-09-18 (結束),16:30 (開始)|17:30 (結束),四,6 (堂數)|9 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),16 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 16
194,SIC250146,山景服務處|(S),興趣班組|(IC),I LOVE PHONICS B(中班)|(SIC250146),2025-06-12 (開始)|2025-08-21 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|5 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$560.00 (課程)|$660.00 (非會員)|,,學生數: 4
195,SIC250145,山景服務處|(S),興趣班組|(IC),(舊生優先)I LOVE PHONICS B(高班)|(SIC250145),2025-06-12 (開始)|2025-08-21 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|5 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),3 人,$620.00 (課程)|$720.00 (非會員)|,,學生數: 3
196,SIC250144,山景服務處|(S),興趣班組|(IC),初級瑜伽課程H(四)|(SIC250144),2025-06-19 (開始)|2025-08-07 (結束),19:15 (開始)|20:30 (結束),四,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 16
197,SIC250143,山景服務處|(S),興趣班組|(IC),養生詠春拳進階班|(SIC250143),2025-07-14 (開始)|2025-09-08 (結束),14:00 (開始)|15:00 (結束),一,8 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$80.00 (課程)|$180.00 (非會員)|,,學生數: 12
198,SIC250142,山景服務處|(S),興趣班組|(IC),初級瑜伽課程K(一)|(SIC250142),2025-06-30 (開始)|2025-08-18 (結束),19:15 (開始)|20:30 (結束),一,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 16
199,SIC250141,山景服務處|(S),興趣班組|(IC),太極養生舞|(SIC250141),2025-05-07 (開始)|2025-08-28 (結束),15:00 (開始)|16:15 (結束),四,16 (堂數)|1 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),1 人,$340.00 (課程)|$440.00 (非會員)|,,學生數: 1
200,SIC250140,山景服務處|(S),興趣班組|(IC),輕鬆健體瑜伽課程I(二)|(SIC250140),2025-05-20 (開始)|2025-07-29 (結束),19:15 (開始)|20:30 (結束),二,8 (堂數)|3 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),10 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 6
201,SIC250139,山景服務處|(S),興趣班組|(IC),府內派42式簡化太極拳|(SIC250139),2025-05-15 (開始)|2025-06-10 (結束),09:00 (開始)|10:00 (結束),"二, 四",8 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 19
202,SIC250138,山景服務處|(S),興趣班組|(IC),課餘託管A(P1-P3)|(SIC250138),2025-05-02 (開始)|2025-05-30 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",20 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$2,000.00 (課程)|$2,100.00 (非會員)|",,學生數: 1
203,SIC250137,山景服務處|(S),興趣班組|(IC),兒童武術班 |(SIC250137),2025-05-06 (開始)|2025-05-27 (結束),17:00 (開始)|18:00 (結束),二,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),10 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 4
204,SIC250136,山景服務處|(S),興趣班組|(IC),兒童綜合畫班|(SIC250136),2025-06-09 (開始)|2025-07-14 (結束),16:30 (開始)|17:30 (結束),一,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 2
205,SIC250135,山景服務處|(S),興趣班組|(IC),合唱團表演班|(SIC250135),2025-07-04 (開始)|2025-09-26 (結束),10:00 (開始)|12:00 (結束),五,10 (堂數)|3 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),21 人,$250.00 (課程)|$350.00 (非會員)|,,學生數: 17
206,SIC250134,山景服務處|(S),興趣班組|(IC),(舊生優先)蘇州鼓|(SIC250134),2025-07-03 (開始)|2025-08-21 (結束),17:45 (開始)|19:00 (結束),四,8 (堂數)|0 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),14 人,$160.00 (課程)|$260.00 (非會員)|,,學生數: 14
207,SIC250133,山景服務處|(S),興趣班組|(IC),忘憂鼓|(SIC250133),2025-05-28 (開始)|2025-08-06 (結束),14:00 (開始)|15:00 (結束),三,10 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),15 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 14
208,SIC250132,山景服務處|(S),興趣班組|(IC),成人毛筆書法課程|(SIC250132),2025-07-09 (開始)|2025-09-03 (結束),14:00 (開始)|15:30 (結束),三,8 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 7
209,SIC250131,山景服務處|(S),興趣班組|(IC),養生佛掌拳班(長者)|(SIC250131),2025-05-06 (開始)|2025-07-15 (結束),08:00 (開始)|09:00 (結束),二,10 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 10
210,SIC250130,山景服務處|(S),興趣班組|(IC),養生佛掌拳班(長者)|(SIC250130),2025-07-22 (開始)|2025-09-30 (結束),08:00 (開始)|09:00 (結束),二,10 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 11
211,SIC250129,山景服務處|(S),興趣班組|(IC),兒童珠心算A|(SIC250129),2025-05-10 (開始)|2025-06-07 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 4
212,SIC250128,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC250128),2025-05-11 (開始)|2025-06-01 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
213,SIC250127,山景服務處|(S),興趣班組|(IC),(連天睿)電鋼琴班(日)（12:30 - 13:00）|(SIC250127),2025-05-04 (開始)|2025-05-25 (結束),12:30 (開始)|13:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
214,SIC250126,山景服務處|(S),興趣班組|(IC),成人肚皮舞課程|(SIC250126),2025-07-02 (開始)|2025-08-20 (結束),19:00 (開始)|20:30 (結束),三,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),10 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 6
215,SIC250125,山景服務處|(S),興趣班組|(IC),(成班)【暑期】兒童禪繞畫 |(SIC250125),2025-07-20 (開始)|2025-08-17 (結束),16:00 (開始)|17:00 (結束),日,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),4 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 3
216,SIC250124,山景服務處|(S),興趣班組|(IC),(成班)【暑期】滴膠小手工|(SIC250124),2025-07-20 (開始)|2025-08-17 (結束),15:00 (開始)|16:00 (結束),日,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 6
217,SIC250123,山景服務處|(S),興趣班組|(IC),(成班)【暑期】氣球扭扭樂|(SIC250123),2025-07-20 (開始)|2025-08-17 (結束),14:00 (開始)|15:00 (結束),日,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 5
218,SIC250122,山景服務處|(S),興趣班組|(IC),(退款)【暑期】兒童UKULELE小結他學堂|(SIC250122),2025-07-19 (開始)|2025-08-16 (結束),18:00 (開始)|19:00 (結束),六,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$660.00 (課程)|$560.00 (學生)|$760.00 (非會員)|,,學生數: 1
219,SIC250121,山景服務處|(S),興趣班組|(IC),(成班)【暑期】兒童Q版漫畫班|(SIC250121),2025-07-26 (開始)|2025-08-23 (結束),16:50 (開始)|17:50 (結束),六,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$430.00 (課程)|$360.00 (學生)|$530.00 (非會員)|,,學生數: 3
220,SIC250120,山景服務處|(S),興趣班組|(IC),(成班)【暑期】POKEMON精靈寶可夢黏土班|(SIC250120),2025-07-19 (開始)|2025-08-16 (結束),15:40 (開始)|16:40 (結束),六,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$420.00 (課程)|$330.00 (學生)|$520.00 (非會員)|,,學生數: 10
221,SIC250119,山景服務處|(S),興趣班組|(IC),(成班)【暑期】迪士尼英語唱遊班|(SIC250119),2025-07-19 (開始)|2025-08-16 (結束),14:30 (開始)|15:30 (結束),六,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$550.00 (課程)|$460.00 (學生)|$650.00 (非會員)|,,學生數: 7
222,SIC250118,山景服務處|(S),興趣班組|(IC),(成班)【暑期】兒童珠心算A|(SIC250118),2025-07-19 (開始)|2025-08-16 (結束),13:00 (開始)|14:00 (結束),六,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$550.00 (課程)|$460.00 (學生)|$650.00 (非會員)|,,學生數: 7
223,SIC250117,山景服務處|(S),興趣班組|(IC),(成班)【暑期】兒童珠心算B|(SIC250117),2025-07-19 (開始)|2025-08-16 (結束),12:00 (開始)|13:00 (結束),六,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$550.00 (課程)|$460.00 (學生)|$650.00 (非會員)|,,學生數: 5
224,SIC250116,山景服務處|(S),興趣班組|(IC),(成班)【暑期】數學精讀班|(SIC250116),2025-07-19 (開始)|2025-08-16 (結束),10:30 (開始)|11:30 (結束),六,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$500.00 (課程)|$420.00 (學生)|$600.00 (非會員)|,,學生數: 5
225,SIC250115,山景服務處|(S),興趣班組|(IC),(成班)【暑期】英文精讀班|(SIC250115),2025-07-19 (開始)|2025-08-16 (結束),09:30 (開始)|10:30 (結束),六,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$500.00 (課程)|$420.00 (學生)|$600.00 (非會員)|,,學生數: 5
226,SIC250114,山景服務處|(S),興趣班組|(IC),(取消)【暑期】幼兒芭蕾舞初體驗|(SIC250114),2025-07-19 (開始)|2025-08-16 (結束),12:00 (開始)|13:00 (結束),六,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),15 人,$650.00 (課程)|$550.00 (學生)|$750.00 (非會員)|,,學生數: 2
227,SIC250113,山景服務處|(S),興趣班組|(IC),(成班)【暑期】兒童奇妙奧數 |(SIC250113),2025-07-25 (開始)|2025-08-22 (結束),17:35 (開始)|18:35 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$550.00 (課程)|$460.00 (學生)|$650.00 (非會員)|,,學生數: 3
228,SIC250112,山景服務處|(S),興趣班組|(IC),(滿額)【暑期】幼兒快樂奧數|(SIC250112),2025-07-25 (開始)|2025-08-22 (結束),16:30 (開始)|17:30 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),11 人,$550.00 (課程)|$460.00 (學生)|$650.00 (非會員)|,,學生數: 11
229,SIC250111,山景服務處|(S),興趣班組|(IC),(滿額)【暑期】水彩畫藝術館|(SIC250111),2025-07-25 (開始)|2025-08-22 (結束),15:20 (開始)|16:20 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 8
230,SIC250110,山景服務處|(S),興趣班組|(IC),(成班)【暑期】油粉彩繪畫樂園|(SIC250110),2025-07-25 (開始)|2025-08-22 (結束),14:10 (開始)|15:10 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 4
231,SIC250109,山景服務處|(S),興趣班組|(IC),(成班)【暑期】STEAM小小發明家|(SIC250109),2025-07-25 (開始)|2025-08-22 (結束),12:00 (開始)|13:00 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 4
232,SIC250108,山景服務處|(S),興趣班組|(IC),(成班)【暑期】博士幼兒英語童話坊|(SIC250108),2025-07-25 (開始)|2025-08-22 (結束),11:00 (開始)|12:00 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$500.00 (課程)|$420.00 (學生)|$600.00 (非會員)|,,學生數: 4
233,SIC250107,山景服務處|(S),興趣班組|(IC),(轉班)轉博士幼兒英語童話坊 (SIC250108)【暑期】劍橋英語|(SIC250107),2025-07-25 (開始)|2025-08-22 (結束),10:00 (開始)|11:00 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$600.00 (課程)|$510.00 (學生)|$700.00 (非會員)|,,學生數: 1
234,SIC250106,山景服務處|(S),興趣班組|(IC),(取消)【暑期】唸唐詩練筆順|(SIC250106),2025-07-25 (開始)|2025-08-22 (結束),09:00 (開始)|10:00 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),1 人,$450.00 (課程)|$380.00 (學生)|$550.00 (非會員)|,,學生數: 0
235,SIC250105,山景服務處|(S),興趣班組|(IC),(成班)【暑期】跆拳道|(SIC250105),2025-07-25 (開始)|2025-09-05 (結束),18:00 (開始)|19:00 (結束),五,5 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),15 人,$450.00 (課程)|$380.00 (學生)|$550.00 (非會員)|,,學生數: 11
236,SIC250104,山景服務處|(S),興趣班組|(IC),(退款)【暑期】兒童中國舞|(SIC250104),2025-07-25 (開始)|2025-08-22 (結束),15:00 (開始)|16:00 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),10 人,$650.00 (課程)|$550.00 (學生)|$750.00 (非會員)|,,學生數: 1
237,SIC250103,山景服務處|(S),興趣班組|(IC),(取消)【暑期】兒童K-POP韓風舞動課程|(SIC250103),2025-07-25 (開始)|2025-08-22 (結束),14:00 (開始)|15:00 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),10 人,$650.00 (課程)|$550.00 (學生)|$750.00 (非會員)|,,學生數: 0
238,SIC250102,山景服務處|(S),興趣班組|(IC),(成班)【暑期】I love Phonics B班(高班)|(SIC250102),2025-07-31 (開始)|2025-08-28 (結束),17:30 (開始)|18:30 (結束),四,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),1 人,$660.00 (課程)|$560.00 (學生)|$760.00 (非會員)|,,學生數: 1
239,SIC250101,山景服務處|(S),興趣班組|(IC),(成班)【暑期】I love Phonics B班(中班)|(SIC250101),2025-07-31 (開始)|2025-08-28 (結束),17:30 (開始)|18:30 (結束),四,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),3 人,$600.00 (課程)|$510.00 (學生)|$700.00 (非會員)|,,學生數: 3
240,SIC250100,山景服務處|(S),興趣班組|(IC),(成班)【暑期】Jolly Phonics 初班|(SIC250100),2025-07-31 (開始)|2025-08-28 (結束),15:00 (開始)|16:00 (結束),四,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$600.00 (課程)|$510.00 (學生)|$700.00 (非會員)|,,學生數: 3
241,SIC250099,山景服務處|(S),興趣班組|(IC),(成班)【暑期】升小一/二中文綜合能力訓練班|(SIC250099),2025-07-31 (開始)|2025-08-28 (結束),14:00 (開始)|15:00 (結束),四,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$600.00 (課程)|$510.00 (學生)|$700.00 (非會員)|,,學生數: 3
242,SIC250098,山景服務處|(S),興趣班組|(IC),(成班)【暑期】STEAM環保小手工|(SIC250098),2025-07-24 (開始)|2025-08-28 (結束),09:00 (開始)|10:00 (結束),四,5 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),5 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 3
243,SIC250097,山景服務處|(S),興趣班組|(IC),(成班)【暑期】Chiikawa森林家族x角落小夥伴黏土時光|(SIC250097),2025-07-23 (開始)|2025-08-20 (結束),18:00 (開始)|19:00 (結束),三,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$420.00 (課程)|$350.00 (學生)|$520.00 (非會員)|,,學生數: 9
244,SIC250096,山景服務處|(S),興趣班組|(IC),(成班)【暑期】兒童口琴班|(SIC250096),2025-07-23 (開始)|2025-08-20 (結束),16:55 (開始)|17:55 (結束),三,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$500.00 (課程)|$420.00 (學生)|$600.00 (非會員)|,,學生數: 5
245,SIC250095,山景服務處|(S),興趣班組|(IC),(滿額)【暑期】兒童硬筆書法|(SIC250095),2025-07-23 (開始)|2025-08-20 (結束),15:40 (開始)|16:40 (結束),三,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),6 人,$450.00 (課程)|$380.00 (學生)|$550.00 (非會員)|,,學生數: 6
246,SIC250094,山景服務處|(S),興趣班組|(IC),(滿額)【暑期】兒童毛筆書法|(SIC250094),2025-07-23 (開始)|2025-08-20 (結束),15:40 (開始)|16:40 (結束),三,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),4 人,$450.00 (課程)|$380.00 (學生)|$550.00 (非會員)|,,學生數: 4
247,SIC250093,山景服務處|(S),興趣班組|(IC),【暑期】兒童素描班|(SIC250093),2025-07-23 (開始)|2025-08-20 (結束),09:15 (開始)|10:15 (結束),三,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 2
248,SIC250092,山景服務處|(S),興趣班組|(IC),(成班)【暑期】卡通曲奇小廚神A班|(SIC250092),2025-07-29 (開始)|2025-08-26 (結束),17:45 (開始)|18:45 (結束),二,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$680.00 (課程)|$580.00 (學生)|$780.00 (非會員)|,,學生數: 7
249,SIC250091,山景服務處|(S),興趣班組|(IC),(成班)【暑期】卡通點心小廚神A班|(SIC250091),2025-07-29 (開始)|2025-08-26 (結束),16:30 (開始)|17:30 (結束),二,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$680.00 (課程)|$580.00 (學生)|$780.00 (非會員)|,,學生數: 6
250,SIC250090,山景服務處|(S),興趣班組|(IC),(滿額)【暑期】卡通壽司小廚神A班|(SIC250090),2025-07-29 (開始)|2025-08-26 (結束),15:15 (開始)|16:15 (結束),二,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),11 人,$680.00 (課程)|$580.00 (學生)|$780.00 (非會員)|,,學生數: 11
251,SIC250089,山景服務處|(S),興趣班組|(IC),(滿額)【暑期】卡通甜品小廚神A班 |(SIC250089),2025-07-29 (開始)|2025-08-26 (結束),14:00 (開始)|15:00 (結束),二,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),11 人,$680.00 (課程)|$580.00 (學生)|$780.00 (非會員)|,,學生數: 11
252,SIC250088,山景服務處|(S),興趣班組|(IC),【暑期】捲紙花水晶球創意手工|(SIC250088),2025-07-21 (開始)|2025-08-18 (結束),09:30 (開始)|10:30 (結束),一,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 2
253,SIC250087,山景服務處|(S),興趣班組|(IC),(成班)【暑期】英語文法精讀班|(SIC250087),2025-07-22 (開始)|2025-08-19 (結束),09:00 (開始)|10:00 (結束),二,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$530.00 (課程)|$450.00 (學生)|$630.00 (非會員)|,,學生數: 2
254,SIC250086,山景服務處|(S),興趣班組|(IC),(成班)【暑期】兒童武術班 |(SIC250086),2025-07-22 (開始)|2025-08-26 (結束),17:30 (開始)|18:30 (結束),二,5 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),10 人,$400.00 (課程)|$340.00 (學生)|$500.00 (非會員)|,,學生數: 7
255,SIC250085,山景服務處|(S),興趣班組|(IC),(成班)【暑期】幼兒趣味和諧粉彩藝術館|(SIC250085),2025-07-21 (開始)|2025-08-18 (結束),17:30 (開始)|18:30 (結束),一,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$450.00 (課程)|$380.00 (學生)|$550.00 (非會員)|,,學生數: 3
256,SIC250084,山景服務處|(S),興趣班組|(IC),(成班)【暑期】兒童綜合畫班|(SIC250084),2025-07-14 (開始)|2025-08-25 (結束),16:30 (開始)|17:30 (結束),一,5 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$450.00 (課程)|$380.00 (學生)|$550.00 (非會員)|,,學生數: 6
257,SIC250083,山景服務處|(S),興趣班組|(IC),(轉班)(轉水彩畫藝術館 SIC250111)【暑期】幼兒夢想職業探索劇場|(SIC250083),2025-07-21 (開始)|2025-08-18 (結束),15:20 (開始)|16:20 (結束),一,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),1 人,$590.00 (課程)|$500.00 (學生)|$690.00 (非會員)|,,學生數: 1
